"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2023-11-20","11:15:00",4532.2,"2 Nov 20 4555 C STO 0.35 | 1 Nov 20 4525 C BTO 9.90 | 1 Nov 20 4585 C BTO 0.10",-940,4547.38,"2023-11-20","16:00:00",-2238,"Expired",1293,1,496161.14,940,"R9. MAD ORB Replacement Bfly",5,0,0.07,0.004,13.64,13.4,-2.32,20.5,184.57,-11.7
"2023-11-20","10:48:00",4529.7,"1 Nov 20 4530 C BTO 5.80 | 1 Nov 20 4610 C BTO 0.05 | 2 Nov 20 4570 C STO 0.15",-560,4547.38,"2023-11-20","16:00:00",-1738,"Expired",1173,1,495876.14,560,"R2. Jiji ORB Call Butterfly",5,0,0.05,0.005,13.68,13.4,-2.32,18,381.25,-9.82
"2023-11-20","09:45:00",4522.33,"1 Nov 20 4480 P BTO 0.40",-40,4547.38,"2023-11-20","16:00:00",0,"Expired",-40,1,495836.14,40,"Blackswan hedge",0,0,0,0,13.87,13.4,-2.32,10.63,0,-100
"2023-11-20","09:35:00",4517.8,"1 Nov 20 4500 P STO 1.90 | 1 Nov 20 4535 C STO 1.60 | 1 Nov 20 4475 P BTO 0.40 | 1 Nov 20 4560 C BTO 0.15",275,4547.38,"2023-11-20","16:00:00",1238,"Expired",-968,1,494868.14,2225,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,6.36,135,13.92,13.4,-2.32,6.1,14.55,-658.18
"2023-11-20","09:32:00",4516.95,"1 Nov 20 4505 P STO 3.25 | 1 Nov 20 4480 P BTO 0.55",255,4547.38,"2023-11-20","16:00:00",0,"Expired",252.5,1,496526.14,2245,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,5.91,1,14.01,13.4,-2.32,5.25,100,-13.73
"2023-11-17","10:30:00",4509.09,"1 Nov 17 4510 C BTO 7.25 | 1 Nov 17 4530 C STO 1.40",-595,4513.53,"2023-11-17","15:56:00",-410,"Exited at Specified Time",-190.12,1,496199.9,1020,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.19,0.012,13.87,13.82,1.31,-0.46,65.55,-78.15
"2023-11-17","10:30:00",4509.09,"1 Nov 17 4500 P BTO 4.25",-435,4514.87,"2023-11-17","13:16:00",-60,"Stop Loss",-377.56,1,497206.54,1020,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,13.87,13.73,1.31,-0.46,59.77,-86.21
"2023-11-17","09:45:00",4503.75,"1 Nov 17 4450 P BTO 0.40",-40,4514.02,"2023-11-17","16:00:00",0,"Expired",-40,1,496159.9,40,"Blackswan hedge",0,0,0,0,13.98,13.78,1.31,-5.8,0,-100
"2023-11-17","09:43:00",4502.51,"1 Nov 17 4505 C BTO 8.35 | 1 Nov 17 4545 C STO 0.40",-805,4514.02,"2023-11-17","16:00:00",-902,"Expired",93.74,1,496253.64,1610,"McRib Deluxe - 1 Con",3.26,0,0.05,0.006,14.05,13.78,1.31,-7.04,88.82,-44.1
"2023-11-17","09:43:00",4502.51,"1 Nov 17 4500 P BTO 8.20 | 1 Nov 17 4420 P STO 0.15",-815,4509.05,"2023-11-17","15:45:00",-5,"Exited at Specified Time",-816.52,1,496390.02,1610,"McRib Deluxe - 1 Con",3.26,3.26,0.02,0.25,14.05,13.89,1.31,-7.04,0,-99.39
"2023-11-17","09:32:00",4510.05,"1 Nov 17 4510 P BTO 10.10 | 1 Nov 17 4510 C BTO 9.30",-1950,4514.02,"2023-11-17","16:00:00",-402,"Expired",-1550.5,1,494703.14,1950,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.09,13.78,1.31,0.5,3.08,-83.33
"2023-11-16","10:31:00",4507.04,"1 Nov 16 4495 P BTO 3.65 | 1 Nov 16 4505 C BTO 9.10 | 1 Nov 16 4530 C STO 1.05",-1180,4508.24,"2023-11-16","16:00:00",-324,"Expired",-859.36,1,498676.86,1180,"Ric Intraday swan net",3.36,0,0.08,0.014,13.86,14.26,-5.8,9.96,4.66,-89.83
"2023-11-16","10:31:00",4507.04,"1 Nov 16 4495 P BTO 3.65",-375,4501.8,"2023-11-16","15:17:00",-55,"Stop Loss",-322.56,1,500312.74,1180,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,13.86,14.09,-5.8,9.96,188,-85.33
"2023-11-16","10:31:00",4507.04,"1 Nov 16 4505 C BTO 9.10 | 1 Nov 16 4530 C STO 1.05",-815,4488.65,"2023-11-16","11:31:00",-155,"Underlying Price Move Down",-665.12,1,501000.3,1180,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.12,0.114,13.86,14.36,-5.8,9.96,0,-80.98
"2023-11-16","09:45:00",4501.65,"1 Nov 16 4450 P BTO 0.40",-40,4508.24,"2023-11-16","16:00:00",0,"Expired",-40,1,498636.86,40,"Blackswan hedge",0,0,0,0,13.94,14.26,-5.8,4.57,0,-100
"2023-11-16","09:40:00",4501.88,"1 Nov 16 4505 C BTO 7.65 | 1 Nov 16 4545 C STO 0.40",-735,4508.24,"2023-11-16","16:00:00",-324,"Expired",-414.26,1,498222.6,1510,"McRib Deluxe - 1 Con",3.26,0,0.05,0.014,13.93,14.26,-5.8,4.8,60.54,-89.8
"2023-11-16","09:40:00",4501.88,"1 Nov 16 4500 P BTO 7.95 | 1 Nov 16 4420 P STO 0.20",-785,4505.97,"2023-11-16","15:45:00",-15,"Exited at Specified Time",-776.52,1,499536.22,1510,"McRib Deluxe - 1 Con",3.26,3.26,0.03,0.167,13.93,13.99,-5.8,4.8,78.98,-96.82
"2023-11-16","09:32:00",4499.65,"1 Nov 16 4495 P BTO 6.95 | 1 Nov 16 4495 C BTO 12.55",-1960,4508.24,"2023-11-16","16:00:00",-1324,"Expired",-638.5,1,497584.1,1960,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14,14.26,-5.8,2.57,17.6,-65.05
"2023-11-15","15:40:00",4509.8,"1 Nov 16 4510 P STO 11.20 | 1 Nov 16 4550 C STO 1.45 | 1 Nov 20 4510 P BTO 20.40 | 1 Nov 22 4550 C BTO 12.40",-2035,4496.17,"2023-11-16","13:55:00",-1680,"Exited at Specified Time",-365,1,500635.3,2035,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.39,0.465,14.05,14.24,9.6,4.5,0.49,-28.5
"2023-11-15","11:16:00",4514.8,"2 Nov 15 4540 C STO 0.75 | 1 Nov 15 4510 C BTO 10.15 | 1 Nov 15 4570 C BTO 0.10",-885,4502.88,"2023-11-15","16:00:00",0,"Expired",-890,1,504475.92,885,"R9. MAD ORB Replacement Bfly",5,0,0.15,1,14.1,14.1,9.6,9.5,17.51,-100
"2023-11-15","10:51:00",4520.39,"1 Nov 15 4520 C BTO 8.05 | 1 Nov 15 4600 C BTO 0.05 | 2 Nov 15 4560 C STO 0.30",-755,4502.88,"2023-11-15","16:00:00",0,"Expired",-760,1,501665.42,755,"R2. Jiji ORB Call Butterfly",5,0,0.07,1,14.05,14.1,9.6,15.09,3.31,-100
"2023-11-15","10:13:00",4510.15,"1 Nov 15 4515 C BTO 6.80 | 1 Nov 15 4555 C STO 0.30",-660,4502.88,"2023-11-15","16:00:00",0,"Expired",-663.26,1,505400.92,1540,"McRib Deluxe - 1 Con",3.26,0,0.04,1,14.01,14.1,9.6,4.85,63.64,-100
"2023-11-15","10:13:00",4510.15,"1 Nov 15 4510 P BTO 9.00 | 1 Nov 15 4430 P STO 0.20",-890,4507.47,"2023-11-15","15:45:00",-300,"Exited at Specified Time",-596.52,1,506064.18,1540,"McRib Deluxe - 1 Con",3.26,3.26,0.02,0.016,14.01,14.07,9.6,4.85,67.42,-82.58
"2023-11-15","09:45:00",4508.61,"1 Nov 15 4445 P BTO 0.35",-35,4502.88,"2023-11-15","16:00:00",0,"Expired",-35,1,505365.92,35,"Blackswan hedge",0,0,0,0,14.11,14.1,9.6,3.31,28.57,-100
"2023-11-15","09:32:00",4511.09,"1 Nov 15 4505 P BTO 7.90 | 1 Nov 15 4505 C BTO 14.60",-2260,4502.88,"2023-11-15","16:00:00",-212,"Expired",-2050.5,1,502425.42,2260,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.07,14.1,9.6,5.79,0,-92.7
"2023-11-14","14:00:00",4490.97,"1 Nov 14 4485 P STO 2.50 | 1 Nov 14 4445 P BTO 0.15",225,4495.7,"2023-11-14","16:00:00",0,"Expired",222.5,1,508430.7,3775,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,16.67,1,14.15,14.14,47.42,32,100,-93.33
"2023-11-14","11:15:00",4505.17,"2 Nov 14 4530 C STO 0.75 | 1 Nov 14 4500 C BTO 10.60 | 1 Nov 14 4560 C BTO 0.10",-930,4495.7,"2023-11-14","16:00:00",0,"Expired",-935,1,506660.7,930,"R9. MAD ORB Replacement Bfly",5,0,0.14,1,14.15,14.14,47.42,46.2,0,-100
"2023-11-14","10:45:00",4499.38,"1 Nov 14 4500 C BTO 8.40 | 1 Nov 14 4580 C BTO 0.05 | 2 Nov 14 4540 C STO 0.30",-790,4495.7,"2023-11-14","16:00:00",0,"Expired",-795,1,507635.7,790,"R2. Jiji ORB Call Butterfly",5,0,0.07,1,14.16,14.14,47.42,40.41,27.85,-100
"2023-11-14","09:45:00",4480.21,"1 Nov 14 4405 P BTO 0.40",-40,4495.7,"2023-11-14","16:00:00",0,"Expired",-40,1,507595.7,40,"Blackswan hedge",0,0,0,0,14.13,14.14,47.42,21.24,0,-100
"2023-11-13","15:05:00",4414.4,"1 Nov 15 4380 P STO 8.45 | 1 Nov 15 4450 C STO 6.80 | 1 Nov 17 4380 P BTO 13.90 | 1 Nov 17 4450 C BTO 12.45",-1113,4475.36,"2023-11-14","09:33:00",-762,"Below Delta",-356.2,1,508718.68,1113,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.58,0.81,14.69,13.98,-8.58,7.74,3.77,-31.27
"2023-11-13","10:48:00",4406.91,"1 Nov 13 4405 C BTO 8.50 | 1 Nov 13 4485 C BTO 0.05 | 2 Nov 13 4445 C STO 0.30",-800,4411.55,"2023-11-13","16:00:00",-655,"Expired",-150,1,509171.9,800,"R2. Jiji ORB Call Butterfly",5,0,0.07,0.016,14.77,14.82,-8.58,0.25,113.75,-24.38
"2023-11-13","10:33:00",4402.99,"2 Nov 22 4355 P STO 16.65 | 2 Nov 22 4455 C STO 14.45 | 2 Dec 6 4355 P BTO 32.80 | 2 Dec 6 4455 C BTO 31.90",-3370,4475.36,"2023-11-14","09:33:00",-3125,"Below Delta",-510.48,2,508208.2,6740,"A New 9/23 mod2",14.24,6.24,0.48,0.612,14.81,13.98,-8.58,-3.67,2.23,-6.97
"2023-11-13","10:33:00",4402.99,"1 Nov 13 4390 P STO 3.45 | 1 Nov 13 4365 P BTO 0.45",285,4411.55,"2023-11-13","16:00:00",0,"Expired",282.5,1,509775.84,2215,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,7.67,1,14.81,14.82,-8.58,-3.67,100,-15.79
"2023-11-13","09:45:00",4395.5,"1 Nov 13 4345 P BTO 0.35",-35,4411.55,"2023-11-13","16:00:00",0,"Expired",-35,1,509740.84,35,"Blackswan hedge",0,0,0,0,15.07,14.82,-8.58,-11.16,0,-100
"2023-11-13","09:35:00",4397.39,"1 Nov 13 4375 P STO 2.80 | 1 Nov 13 4415 C STO 3.10 | 1 Nov 13 4350 P BTO 0.55 | 1 Nov 13 4440 C BTO 0.35",480,4411.55,"2023-11-13","16:00:00",0,"Expired",475,1,510215.84,2020,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,6.56,1,15.12,14.82,-8.58,-9.27,100,-107.29
"2023-11-10","14:00:00",4403.99,"1 Nov 10 4400 P STO 2.70 | 1 Nov 10 4360 P BTO 0.15",245,4415.24,"2023-11-10","16:00:00",0,"Expired",242.5,1,506300.4,3755,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,18,1,14.49,14.23,16.8,39.84,100,-8.16
"2023-11-10","11:15:00",4376.48,"2 Nov 10 4400 C STO 0.70 | 1 Nov 10 4370 C BTO 11.35 | 1 Nov 10 4430 C BTO 0.10",-1015,4415.24,"2023-11-10","16:00:00",-1476,"Expired",456,1,502811.9,1015,"R9. MAD ORB Replacement Bfly",5,0,0.12,0.703,14.48,14.23,16.8,12.33,119.21,-30.05
"2023-11-10","11:06:00",4373.76,"1 Nov 10 4375 C BTO 7.00 | 1 Nov 10 4455 C BTO 0.05 | 2 Nov 10 4415 C STO 0.10",-690,4415.24,"2023-11-10","16:00:00",-3976,"Expired",3281,1,506092.9,690,"R2. Jiji ORB Call Butterfly",5,0,0.03,0.06,14.47,14.23,16.8,9.61,476.23,-26.09
"2023-11-10","10:54:00",4362.02,"1 Nov 10 4360 C BTO 9.25 | 1 Nov 10 4385 C STO 1.00",-835,4414.48,"2023-11-10","15:56:00",-2495,"Exited at Specified Time",1654.88,1,499164.16,1210,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.11,0.548,14.78,14.25,16.8,-2.13,198.8,-11.98
"2023-11-10","10:54:00",4362.02,"1 Nov 10 4350 P BTO 3.75",-385,4376.48,"2023-11-10","11:15:00",-105,"Underlying Price Move Up",-282.56,1,498235.8,1210,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,14.78,14.48,16.8,-2.13,14.29,-72.73
"2023-11-10","09:45:00",4369.2,"1 Nov 10 4310 P BTO 0.35",-35,4415.24,"2023-11-10","16:00:00",0,"Expired",-35,1,506057.9,35,"Blackswan hedge",0,0,0,0,14.8,14.23,16.8,5.05,28.57,-100
"2023-11-10","09:42:00",4367.19,"1 Nov 10 4370 C BTO 8.20 | 1 Nov 10 4410 C STO 0.25",-805,4415.24,"2023-11-10","16:00:00",-4000,"Expired",3191.74,1,502355.9,1600,"McRib Deluxe - 1 Con",3.26,0,0.03,0.144,14.86,14.23,16.8,3.04,396.89,-70.81
"2023-11-10","09:42:00",4367.19,"1 Nov 10 4365 P BTO 8.10 | 1 Nov 10 4285 P STO 0.15",-805,4384.88,"2023-11-10","12:32:00",-85,"Underlying Price Move Up",-726.52,1,497509.28,1600,"McRib Deluxe - 1 Con",3.26,3.26,0.02,0.05,14.86,14.4,16.8,3.04,87.58,-88.2
"2023-11-10","09:32:00",4364.51,"1 Nov 10 4365 P BTO 9.60 | 1 Nov 10 4365 C BTO 10.30",-2000,4415.24,"2023-11-10","16:00:00",-5024,"Expired",3021.5,1,509321.9,2000,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.94,14.23,16.8,0.36,165.75,-23.25
"2023-11-09","09:45:00",4383.82,"1 Nov 9 4335 P BTO 0.40",-40,4347.35,"2023-11-09","16:00:00",0,"Expired",-40,1,496150.86,40,"Blackswan hedge",0,0,0,0,14.52,15.4,8.63,-7.59,300,-100
"2023-11-09","09:35:00",4386.95,"2 Nov 20 4335 P STO 17.15 | 2 Nov 20 4435 C STO 15.65 | 2 Dec 4 4335 P BTO 32.65 | 2 Dec 4 4435 C BTO 34.15",-3410,4472.6,"2023-11-14","09:32:00",-3130,"Below Delta",-580.48,2,509635.36,6820,"A New 9/23 mod2",14.24,6.24,0.49,0.628,14.45,13.98,8.63,-4.46,8.21,-8.8
"2023-11-09","09:32:00",4389.11,"1 Nov 9 4390 P BTO 10.05 | 1 Nov 9 4390 C BTO 8.80",-1895,4347.35,"2023-11-09","16:00:00",-4265,"Expired",2367.5,1,498518.36,1895,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.44,15.4,8.63,-2.3,141.16,-32.98
"2023-11-08","15:40:00",4380.66,"1 Nov 9 4380 P STO 10.30 | 1 Nov 9 4415 C STO 1.30 | 1 Nov 13 4380 P BTO 19.85 | 1 Nov 15 4415 C BTO 13.95",-2240,4363.66,"2023-11-09","13:55:00",-1855,"Exited at Specified Time",-395,1,496190.86,2240,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.34,0.483,14.41,15.03,5.99,-3.71,14.06,-20.98
"2023-11-08","09:45:00",4386.69,"1 Nov 8 4335 P BTO 0.35",-35,4382.78,"2023-11-08","16:00:00",0,"Expired",-35,1,498156.36,35,"Blackswan hedge",0,0,0,0,14.51,14.42,5.99,2.32,128.57,-100
"2023-11-08","09:40:00",4387.25,"1 Nov 8 4385 P BTO 7.45 | 1 Nov 8 4305 P STO 0.15",-740,4386.4,"2023-11-08","15:45:00",-130,"Exited at Specified Time",-616.52,1,498191.36,1505,"McRib Deluxe - 1 Con",3.26,3.26,0.02,0.034,14.56,14.35,5.99,2.88,229.73,-84.46
"2023-11-08","09:40:00",4387.25,"1 Nov 8 4390 C BTO 7.95 | 1 Nov 8 4430 C STO 0.30",-775,4361.48,"2023-11-08","12:08:00",-20,"Underlying Price Move Down",-761.52,1,498838.48,1505,"McRib Deluxe - 1 Con",3.26,3.26,0.04,0.143,14.56,15.02,5.99,2.88,15.48,-96.13
"2023-11-08","09:35:00",4388.77,"2 Nov 17 4335 P STO 16.10 | 2 Nov 17 4440 C STO 15.05 | 2 Dec 1 4335 P BTO 31.80 | 2 Dec 1 4440 C BTO 33.45",-3420,4472.6,"2023-11-14","09:32:00",-3150,"Below Delta",-560.48,2,509074.88,6840,"A New 9/23 mod2",14.24,6.24,0.48,0.592,14.54,13.98,5.99,4.4,9.21,-16.23
"2023-11-08","09:32:00",4387.21,"1 Nov 8 4385 P BTO 7.60 | 1 Nov 8 4385 C BTO 10.20",-1790,4382.78,"2023-11-08","16:00:00",-222,"Expired",-1570.5,1,496585.86,1790,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.63,14.42,5.99,2.84,40.78,-88.55
"2023-11-07","11:15:00",4379.8,"2 Nov 7 4405 C STO 0.45 | 1 Nov 7 4375 C BTO 9.15 | 1 Nov 7 4435 C BTO 0.10",-845,4378.38,"2023-11-07","16:00:00",-338,"Expired",-512,1,499463,845,"R9. MAD ORB Replacement Bfly",5,0,0.1,0.025,14.85,14.85,0.23,13.59,39.05,-88.17
"2023-11-07","10:45:00",4379.55,"1 Nov 7 4380 C BTO 6.90 | 1 Nov 7 4460 C BTO 0.05 | 2 Nov 7 4420 C STO 0.20",-660,4378.38,"2023-11-07","16:00:00",0,"Expired",-665,1,500015,660,"R2. Jiji ORB Call Butterfly",5,0,0.06,0.4,14.78,14.85,0.23,13.34,36.36,-100
"2023-11-07","09:45:00",4360.74,"1 Nov 7 4315 P BTO 0.40",-40,4378.38,"2023-11-07","16:00:00",0,"Expired",-40,1,499975,40,"Blackswan hedge",0,0,0,0,14.99,14.85,0.23,-5.47,25,-100
"2023-11-07","09:35:00",4358.49,"1 Nov 7 4340 P STO 2.80 | 1 Nov 7 4375 C STO 3.05 | 1 Nov 7 4315 P BTO 0.55 | 1 Nov 7 4400 C BTO 0.30",480,4378.38,"2023-11-07","16:00:00",338,"Expired",137,1,499600,2020,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,6.88,39.5,15.07,14.85,0.23,-7.72,79.17,-146.88
"2023-11-06","15:05:00",4361.69,"1 Nov 8 4335 P STO 7.10 | 1 Nov 8 4390 C STO 5.65 | 1 Nov 10 4335 P BTO 13.80 | 1 Nov 10 4390 C BTO 12.50",-1358,4379.42,"2023-11-08","14:45:00",-1567,"Exited at Specified Time",203.8,1,498807.88,1358,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.48,0.028,15.15,14.55,5.93,-2.58,18.56,-1.33
"2023-11-06","13:17:00",4353.2,"1 Nov 13 4340 P STO 21.85 | 1 Nov 13 4330 P BTO 18.55",325,4411.55,"2023-11-13","16:00:00",0,"Expired",321.44,1,509493.34,675,"New JonE 42 Delta",3.56,0,1.18,1,15.25,14.82,5.93,-11.07,100,-20
"2023-11-06","10:10:00",4363.35,"1 Nov 8 4345 P STO 11.70 | 1 Nov 8 4420 C STO 2.20 | 1 Nov 10 4345 P BTO 18.20 | 1 Nov 10 4420 C BTO 6.25",-1070,4380,"2023-11-08","14:40:00",-850,"Exited at Specified Time",-234.4,1,498604.08,1070,"R7. Gabo - DC SPX Lunes 2/4 VIX 9D",7.2,7.2,0.57,0.017,15.35,14.53,5.93,-0.92,23.36,-20.09
"2023-11-06","09:45:00",4364.24,"1 Nov 6 4310 P BTO 0.40",-40,4365.98,"2023-11-06","16:00:00",0,"Expired",-40,1,500250,40,"Blackswan hedge",0,0,0,0,15.38,14.85,5.93,-0.03,0,-100
"2023-11-06","09:35:00",4368.3,"1 Nov 6 4345 P STO 2.80 | 1 Nov 6 4390 C STO 2.70 | 1 Nov 6 4320 P BTO 0.65 | 1 Nov 6 4415 C BTO 0.30",435,4365.98,"2023-11-06","16:00:00",0,"Expired",430,1,500680,2065,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.79,1,15.35,14.85,5.93,4.03,100,0
"2023-11-03","14:00:00",4367.15,"1 Nov 3 4360 P STO 2.30 | 1 Nov 3 4320 P BTO 0.25",195,4358.34,"2023-11-03","16:00:00",166,"Expired",26.5,1,500333.76,3805,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,9.2,29,15.36,15.11,16.45,32.92,89.74,-89.74
"2023-11-03","11:58:00",4361.81,"1 Nov 3 4360 C BTO 7.95 | 1 Nov 3 4385 C STO 0.60",-745,4359.43,"2023-11-03","15:56:00",-115,"Exited at Specified Time",-635.12,1,500307.26,1010,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.08,0.042,15.16,15.12,16.45,27.58,83.22,-84.56
"2023-11-03","11:58:00",4361.81,"1 Nov 3 4350 P BTO 2.65",-275,4368.79,"2023-11-03","14:40:00",-40,"Stop Loss",-237.56,1,500942.38,1010,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,15.16,15.33,16.45,27.58,18.18,-85.45
"2023-11-03","11:15:00",4350.26,"2 Nov 3 4375 C STO 1.05 | 1 Nov 3 4345 C BTO 11.50 | 1 Nov 3 4405 C BTO 0.05",-955,4358.34,"2023-11-03","16:00:00",-1334,"Expired",374,1,500707.76,955,"R9. MAD ORB Replacement Bfly",5,0,0.18,0.007,15.55,15.11,16.45,16.03,160.73,-5.76
"2023-11-03","09:45:00",4352.47,"1 Nov 3 4275 P BTO 0.40",-40,4358.34,"2023-11-03","16:00:00",0,"Expired",-40,1,500667.76,40,"Blackswan hedge",0,0,0,0,15.11,15.11,16.45,18.24,0,-100
"2023-11-03","09:40:00",4344.11,"1 Nov 3 4350 C BTO 8.95 | 1 Nov 3 4390 C STO 0.50",-855,4358.34,"2023-11-03","16:00:00",-834,"Expired",-24.26,1,500643.5,1785,"McRib Deluxe - 1 Con",3.26,0,0.06,0.006,15.2,15.11,16.45,9.88,176.02,-19.88
"2023-11-03","09:40:00",4344.11,"1 Nov 3 4340 P BTO 9.60 | 1 Nov 3 4260 P STO 0.30",-940,4362.02,"2023-11-03","11:53:00",-115,"Underlying Price Move Up",-831.52,1,501179.94,1785,"McRib Deluxe - 1 Con",3.26,3.26,0.03,0.074,15.2,15.18,16.45,9.88,0,-86.7
"2023-11-03","09:32:00",4346.25,"1 Nov 3 4335 P BTO 7.80 | 1 Nov 3 4335 C BTO 18.95",-2685,4358.34,"2023-11-03","16:00:00",-2334,"Expired",-353.5,1,500290,2685,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,15.27,15.11,16.45,12.02,44.69,-22.53
"2023-11-02","14:00:00",4313.61,"1 Nov 2 4310 P STO 3.15 | 1 Nov 2 4270 P BTO 0.15",290,4317.78,"2023-11-02","16:00:00",0,"Expired",287.5,1,502011.46,3710,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,21,1,15.95,15.58,30.4,45.35,100,-70.69
"2023-11-02","11:15:00",4298.59,"2 Nov 2 4325 C STO 0.70 | 1 Nov 2 4295 C BTO 9.70 | 1 Nov 2 4355 C BTO 0.10",-850,4317.78,"2023-11-02","16:00:00",-2278,"Expired",1423,1,499623.46,850,"R9. MAD ORB Replacement Bfly",5,0,0.14,0.004,15.97,15.58,30.4,30.33,190,-18.82
"2023-11-02","10:45:00",4299.99,"1 Nov 2 4300 C BTO 8.40 | 1 Nov 2 4380 C BTO 0.05 | 2 Nov 2 4340 C STO 0.25",-800,4317.78,"2023-11-02","16:00:00",-1778,"Expired",973,1,498200.46,800,"R2. Jiji ORB Call Butterfly",5,0,0.06,0.005,15.84,15.58,30.4,31.73,146.88,-40
"2023-11-02","10:30:00",4293.04,"1 Nov 2 4280 P BTO 4.50 | 1 Nov 2 4295 C BTO 8.00 | 1 Nov 2 4315 C STO 1.55",-1105,4317.78,"2023-11-02","16:00:00",-2000,"Expired",891.64,1,495837.72,1105,"Ric Intraday swan net",3.36,0,0.12,0.144,15.95,15.58,30.4,24.78,81.45,-21.27
"2023-11-02","10:30:00",4293.04,"1 Nov 2 4295 C BTO 8.00 | 1 Nov 2 4315 C STO 1.55",-655,4318.12,"2023-11-02","15:56:00",-1980,"Exited at Specified Time",1319.88,1,494981.08,1105,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.19,0.154,15.95,15.65,30.4,24.78,204.58,-1.53
"2023-11-02","10:30:00",4293.04,"1 Nov 2 4280 P BTO 4.50",-460,4306.08,"2023-11-02","13:11:00",-65,"Underlying Price Move Up",-397.56,1,494617.72,1105,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,15.95,16,30.4,24.78,0,-85.87
"2023-11-02","09:45:00",4282.19,"1 Nov 2 4215 P BTO 0.35",-35,4317.78,"2023-11-02","16:00:00",0,"Expired",-35,1,494946.08,35,"Blackswan hedge",0,0,0,0,16.28,15.58,30.4,13.93,14.29,-100
"2023-11-02","09:40:00",4290.92,"1 Nov 2 4295 C BTO 9.15 | 1 Nov 2 4335 C STO 0.40",-885,4317.78,"2023-11-02","16:00:00",-2278,"Expired",1389.74,1,497227.46,2005,"McRib Deluxe - 1 Con",3.26,0,0.04,0.002,16.17,15.58,30.4,22.66,179.66,-58.76
"2023-11-02","09:40:00",4290.92,"1 Nov 2 4290 P BTO 11.50 | 1 Nov 2 4210 P STO 0.30",-1130,4308.16,"2023-11-02","13:17:00",-85,"Underlying Price Move Up",-1051.52,1,493566.2,2005,"McRib Deluxe - 1 Con",3.26,3.26,0.03,0.095,16.17,15.92,30.4,22.66,45.13,-91.59
"2023-11-02","09:32:00",4280.66,"1 Nov 2 4270 P BTO 8.30 | 1 Nov 2 4270 C BTO 18.35",-2675,4317.78,"2023-11-02","16:00:00",-4778,"Expired",2100.5,1,501723.96,2675,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,16.27,15.58,30.4,12.4,86.36,-17.01
